Date of Sale,Address,Location,Area,Total Area,Rooms,Plot,Closing Price
10 november 2022,Fiolmannens gata 17,"Ytterby,Kungälvskommun",115,,5,,3995000
6 november 2022,Lefstad 350,"Kärna,Kungälvskommun",129+90,219.0,6,2216,4050000
3 november 2022,Enskiftegatan 10,"Kungälv-Ytterby,Kungälvskommun",179,,6,768,5500000
31 oktober 2022,Mossvägen 38,"Lökeberg,Kungälvskommun",86,,3,1111,4400000
26 oktober 2022,Lingången 16,"Kungälv-Centrum,Kungälvskommun",120,,4,402,4550000
21 oktober 2022,Jägersberg 310,"Kode,Kungälvskommun",184+28,212.0,6,26210,4000000
19 oktober 2022,Mossvägen 37,"Lökeberg,Kungälvskommun",86,,3,1844,4400000
16 oktober 2022,Prejelvägen 120,"Ullstorp,Kungälvskommun",122,,5,314,5495000
12 oktober 2022,Vältvägen 509,"Ullstorp,Kungälvskommun",105,,4,319,5050000
12 oktober 2022,Björröd 310,"Kode,Kungälvskommun",172,,6,1514,4350000
3 oktober 2022,Kullholmsvägen 6,"Tjuvkil,Kungälvskommun",117,,5,429,5900000
30 september 2022,Kantorvägen 8,"Diseröd,Kungälvskommun",125,,4,557,3700000
30 juni 2020,Lerskärsvägen 18,"Kungälv-Tjuvkil,Kungälvskommun",65+65,130.0,5,1216,3400000
30 juni 2020,Bremnäs 510,"Lycke,Kungälvskommun",85+45,130.0,4,2915,2350000
29 juni 2020,Nedre Rådalsvägen 18,"Aröd/timmervik,Kungälvskommun",90,,5,3074,3100000
29 juni 2020,Hövdingagatan 3,"Komarken,Kungälvskommun",162+49,211.0,5,626,5300000
28 juni 2020,Enekullsvägen 24,"Ytterby,Kungälvskommun",200+24,224.0,7,980,5500000
26 juni 2020,Bärnstensvägen 9,"Kode,Kungälvskommun",100+95,195.0,5,1547,4000000
25 juni 2020,Skårsäng 115,"Kärna,Kungälvskommun",114+13,127.0,5,616,4400000
25 juni 2020,Över-Restad 164,"Hålta,Kungälvskommun",6,,,1077,4670000
24 juni 2020,Staby 260,"Staby,Kungälvskommun",115+90,205.0,6,1125,2650000
23 juni 2020,Lundby 380,"Kareby,Kungälvskommun",140,,5,1818,4200000
23 juni 2020,Plogvägen 170,"Ullstorp,Kungälvskommun",122,,5,266,5125000
18 juni 2020,Settungsvägen 28,"Kungälv,Kungälvskommun",141+24,165.0,6,429,6150000
18 juni 2020,Toftåsen 6,"Bohuslän,Kungälvskommun",74,,3,1066,3050000
18 juni 2020,Rörtången 111C,"Rörtången,Kungälvskommun",155+100,255.0,4,951,9600000
17 juni 2020,Mellan-Restad 340,"Bohuslän,Kungälvskommun",130,,4,1355,3900000
17 juni 2020,Skäggstorp 160,"Kode,Kungälvskommun",28,,2,1257,1350000
16 juni 2020,Ulvesund 110,"Ytterby,Kungälvskommun",153+50,203.0,5,2830,4200000
15 juni 2020,Fridhemsgatan 3,"Centrum,Kungälvskommun",108+74,182.0,5,851,5200000
15 juni 2020,Ödsmål 360,"Rörtången,Kungälvskommun",105+66,171.0,5,794,3840000
10 juni 2020,Västra Röd 390,"Kärna,Kungälvskommun",123+25,148.0,5,843,3295000
10 juni 2020,Gårdskiftegatan 39,"ÖvreTega,Kungälvskommun",171+21,192.0,6,830,5450000
10 juni 2020,Rådalsvägen 16,"Aröd,Kungälvskommun",61,,2,2090,2100000
9 juni 2020,Staby 490,"Kärna,Kungälvskommun",100+70,170.0,4,2230,5000000
9 juni 2020,Matskärsvägen 36,"Tjuvkil,Kungälvskommun",56,,3,1077,2595000
9 juni 2020,Instö backe 110,"Instön,Kungälvskommun",49,,2,3027,2400000
9 juni 2020,Smidesvägen 6,"Kode,Kungälvskommun",95+60,155.0,6,846,3860000
8 juni 2020,Prejelvägen 126,"Ullstorp,Kungälvskommun",122,,5,301,5050000
7 juni 2020,Bräcke 320,"Kärna,Kungälvskommun",148+56,204.0,6,7880,5850000
5 juni 2020,Sundviksvägen 46,"Kungälv-Tjuvkil,Kungälvskommun",117,,5,325,5650000
5 juni 2020,Staby 350,"Kungälv-Kärna,Kungälvskommun",145+75,220.0,5,911,3300000
4 juni 2020,Berghällsvägen 10,"Kode,Kungälvskommun",52+16,68.0,3,1224,2495000
4 juni 2020,Tunge 310,"Bohuslän,Kungälvskommun",68,,3,1417,2055000
4 juni 2020,Bräcke 108,"Kärna,Kungälvskommun",190,,5,6662,5700000
4 juni 2020,Lingonvägen 23,"Centralt,Kungälvskommun",175+24,199.0,6,731,6150000
4 juni 2020,Skrindvägen 20,"Ullstorp,Kungälvskommun",141,,5,488,5450000
3 juni 2020,Hammar 570,"Bohuslän,Kungälvskommun",129,,4,3315,3800000
3 juni 2020,Duvesjön 333,"Duvesjön,Kungälvskommun",125+31,156.0,4,1073,3650000
2 juni 2020,Dannemarksgatan 16,"ÖvreTega,Kungälvskommun",148+180,328.0,6,1123,5150000
28 maj 2020,Byvägen 29,"Rörtången/ödsmålsmosse,Kungälvskommun",105,,3,766,3200000
28 maj 2020,Korseberget 180,"Harestad,Kungälvskommun",151,,5,1216,4500000
26 maj 2020,Lundby 300,"KAREBY,Kungälvskommun",43,,2,1828,2250000
26 maj 2020,Åseby 150,"Solberga-Kode,Kungälvskommun",126,,3,3712,4500000
25 maj 2020,Staby 650,"Kärna,Kungälvskommun",94+88,182.0,5,1011,3270000
23 maj 2020,Östra Röd 310,"Harestad,Kungälvskommun",154,,6,999,4995000
22 maj 2020,Harkvägen 327,"Ullstorp,Kungälvskommun",131,,5,,4010000
21 maj 2020,Östra gatan 6,"Kungälv,Kungälvskommun",135+68,203.0,7,1176,6750000
20 maj 2020,Dalvägen 6,"Kode,Kungälvskommun",52+30,82.0,2,1378,2600000
20 maj 2020,Årsnäs 300,"Kode,Kungälvskommun",137+5,142.0,5,1516,5900000
20 maj 2020,Älggatan 17,"Klöverbacken-Olseröd,Kungälvskommun",85+17,102.0,3,,3200000
20 maj 2020,Skårsäng 105,"Kärna,Kungälvskommun",114,,5,456,4300000
3 juli 2015,Korsgatan 4 a och b,"MarstrandKoön,Kungälvskommun",,,5,393,11000000
1 juli 2015,Flateby 180,"Harestad,Kungälvskommun",119+98,217.0,6,5476,3400000
30 juni 2015,Bräcke 330,"Kärna,Kungälvskommun",85,,4,1188,1700000
29 juni 2015,Oskarsbergsgatan 10,"Ytterby-Tega,Kungälv,Kungälvskommun",157,,5,784,3200000
27 juni 2015,Safirvägen 1,"Kode,Kungälvskommun",131,,5,753,2700000
26 juni 2015,Strömgatan 6,"Ytterby,Kungälvskommun",98+71,169.0,5,1169,3100000
24 juni 2015,Bollestad 140,"Kareby,Kungälvskommun",110+5,115.0,6,19720,3200000
23 juni 2015,Domsvägen 8,"YtterbyTunge,Kungälvskommun",160,,5,1184,3200000
17 juni 2015,Stora Risby 380,"Kungälv-Hålta,Kungälvskommun",75+55,130.0,5,963,2200000
16 juni 2015,Solvagnsgatan 16,"Ytterby-Stället,Kungälvskommun",165+12,177.0,6,771,5275000
16 juni 2015,Kyrkeby 340,"Kärna-Harestad,Kungälvskommun",188,,7,5010,3700000
14 juni 2015,Lievägen 242,"Kungälv-Ullstorp,Kungälvskommun",122+5,127.0,5,236,3970000
14 juni 2015,Kungälvsvägen 22,"KungälvGamlaGrinden,Kungälvskommun",112,,4.5,1548,3250000
13 juni 2015,Årsnäs 460,"Solberga-Kode,Kungälvskommun",40,,3,2393,2300000
12 juni 2015,Dammkärrsvägen 1,"Lycke,Kungälvskommun",84,,3,1078,2700000
10 juni 2015,Hammarhöjden 690,"Kode,Kungälvskommun",76,,3,1141,1600000
5 juni 2015,Slottsgatan 6,"Marstrand-Koön,Kungälvskommun",126+14,140.0,6,340,8000000
4 juni 2015,Högsberg 360,"Kode,Kungälvskommun",72+65,137.0,3,2242,2500000
4 juni 2015,Lefstad 190,"Bohuslän,Kungälvskommun",65+68,133.0,3,1906,1975000
3 juni 2015,Bredsten 118,"Ytterby,Kungälvskommun",147,,6,1570,4725000
3 juni 2015,Hanekullen 210,"Kungälv-Kareby,Kungälvskommun",148+30,178.0,5,1892,4150000
31 maj 2015,Länsmansvägen 2,"Ytterby,Kungälvskommun",195+195,390.0,7,1753,4200000
29 maj 2015,Marieberg 220,"Romelanda,Kungälvskommun",183+12,195.0,5,1541,3500000
29 maj 2015,Sörgårdsvägen 510,"KungälvKärnaSundhammar,Kungälvskommun",200+45,245.0,9,1930,3660000
29 maj 2015,Sörgårdsvägen 530,"KungälvKärnaSundhammar,Kungälvskommun",139,,5,1337,3350000
29 maj 2015,Husfrejagatan 4,"KungälvIskällan,Kungälvskommun",127+174,301.0,7,938,3675000
28 maj 2015,Bredsten 330,"Bredsten,Kungälvskommun",180,,6,3224,2650000
27 maj 2015,Korpvägen 277,"Kungälv-Ullstorp,Kungälvskommun",134,,5,518,4730000
23 maj 2015,Kvarnvägen 22,"Kungälv-Ingetorp,Kungälvskommun",68+68,136.0,5,1318,2800000
22 maj 2015,Korpvägen 265,"Kungälv,Kungälvskommun",133+26,159.0,5,401,4750000
20 maj 2015,Bagaregatan 15,"Kungälvcentralt,Kungälvskommun",191,,6,735,4525000
19 maj 2015,Västerhöjdsvägen 14,"Kärna,Kungälvskommun",121+20.2,141.2,5,369,950000
19 maj 2015,Madängsgatan 13,"CentraltKungälv,Kungälvskommun",154+15,169.0,7,740,3995000
18 maj 2015,Gråstensvägen 37,"Kode,Kungälvskommun",107.5+40.5,148.0,4,1374,3420000
18 maj 2015,Klövergången 15,"KungälvCentralt,Kungälvskommun",125,,4,401,3350000
13 maj 2015,Hammarberg 885,"Kode,Kungälvskommun",67,,3,1195,1850000
8 maj 2015,Kållen 130,"Romelanda,Kungälvskommun",111+53,164.0,5,3756,2775000
6 maj 2015,Vämneröd 120,"Kode,Kungälvskommun",54,,3,2283,1595000
1 maj 2015,Duvesjön 344,"Bohuslän,Kungälvskommun",120+50,170.0,4,1136,3325000
30 april 2015,Otterlyckevägen 13,"Marstrand-Instön,Kungälvskommun",115,,4,975,3300000
30 april 2015,Kyrkogatan 15,"Marstrandsön,Kungälvskommun",115+25,140.0,6,367,10000000
29 april 2015,Björröd 310,"Kode,Kungälvskommun",172,,6,1514,3510000
29 april 2015,Hallsbergsvägen 14,"Kode,Kungälvskommun",100,,4,576,2880000
27 april 2015,Södra Ekelöv 155,"Hålta,Kungälvskommun",140+66,206.0,6,2761,3395000
23 april 2015,Kungälvsvägen 73,"Grinden,Kungälvskommun",93+51,144.0,5,1469,3525000
18 april 2015,Vämneröd 140,"Kode,Kungälvskommun",133,,4,2639,4100000
16 april 2015,Stenåldersgatan 36,"Ytterby-Stället,Kungälvskommun",122,,4,349,3950000
16 april 2015,Västra Röd 340,"Kärna-Harestad,Kungälvskommun",117+66,183.0,6,1472,2150000
16 april 2015,Byvägen 59,"Ödsmålsmosse,Kungälvskommun",104+20,124.0,4,1791,2900000
16 april 2015,Enskiftegatan 17,"YtterbyTega,Kungälvskommun",145,,5,990,3700000
4 januari 2019,Bergkristallvägen 15,"Kode,Kungälvskommun",140,,6,479,4330000
30 december 2018,Knaverstad-Ryr 590,"Aröd,Kungälvskommun",90,,3,1007,3000000
28 december 2018,Prästvägen 676,"Romelanda,Kungälvskommun",222,,5,1329,4150000
27 december 2018,Ranneberg  154,"Kärna,Kungälvskommun",165,,4,2381,5200000
20 december 2018,Ranneberg 155,"Kärna,Kungälvskommun",155+42,197.0,,2299,4500000
20 december 2018,Skålldal 140,"Bohuslän,Kungälvskommun",266+42,308.0,8,1036,4300000
19 december 2018,Mariedalsvägen 1,"Kode,Kungälvskommun",63,,2,3432,1825000
19 december 2018,Mårdgatan 22,"KungälvCentralt,Kungälvskommun",158,,6,940,5900000
18 december 2018,Enskiftegatan 5,"Ytterby,Kungälvskommun",194,,7,884,4800000
18 december 2018,Kvarndalsvägen 8C,"Lökeberg,Kungälvskommun",155,,5,1659,7050000
17 december 2018,Broberg 190,"Tjuvkil,Kungälvskommun",67,,4,1755,2000000
16 december 2018,Källeröd 210,"Kareby,Kungälvskommun",121+159,280.0,5,2455,2550000
12 december 2018,Alelyckans väg 12,"Aröd,Kungälvskommun",154+12,166.0,6,1392,3950000
8 december 2018,Kristinedalsgatan 5,"Kungälv,Kungälvskommun",152+67,219.0,5,701,6650000
7 december 2018,Bollestad 152,"Ytterby,Kungälvskommun",169+74,243.0,7,1762,4500000
7 december 2018,Lingonvägen 41,"JordlidenMunkegärde,Kungälvskommun",115,,5,399,4275000
3 december 2018,Häradsvägen 62,"Ytterby,Kungälvskommun",130,,7,390,3800000
1 december 2018,Hammar 375,"Bohuslän,Kungälvskommun",98+65,163.0,6,2371,4630000
29 november 2018,Skogsvägen  20,"Ingetorp,Kungälvskommun",101,,5,1318,2715000
29 november 2018,Harkeröd 310,"Hålta,Kungälvskommun",71+59,130.0,5,1245,3050000
28 november 2018,Prästbol 165,"Aröd,Kungälvskommun",171,,6,2805,5700000
27 november 2018,Duvesjön 374,"Duvesjön,Kungälvskommun",110,,4,1000,3590000
26 november 2018,Ulvebackegatan 28,"Bohuslän,Kungälvskommun",128+32,160.0,6,793,4750000
23 november 2018,Hammar 310,"Bohuslän,Kungälvskommun",124,,5,1035,3200000
23 november 2018,Rostock 364,"Romelanda,Kungälvskommun",140.4,,5,1148,5100000
23 november 2018,Stenåldersgatan 6,"Ytterby,Kungälvskommun",104,,4,318,3725000
21 november 2018,Torp 310,"Kareby,Kungälvskommun",149+78,227.0,6,3051,4300000
21 november 2018,Tyftervägen 20,"Bohuslän,Kungälvskommun",154+13,167.0,5,572,4300000
20 november 2018,Harkvägen 357,"Ullstorp,Kungälvskommun",111,,4,572,5000000
18 november 2018,Grindklykan 27,"Grinden,Kungälvskommun",112,,4,546,4400000
18 november 2018,Häggvägen 10,"Ytterby,Kungälvskommun",101+101,202.0,5,851,4170000
18 november 2018,Hemmansgatan 11,"Tega,Kungälvskommun",133+11,144.0,5,756,3900000
14 november 2018,Komministergatan 3,"Kungälv-Centrum,Kungälvskommun",120+80,200.0,7,678,5950000
12 november 2018,Djupuddsvägen  30,"Instön,Kungälvskommun",135+15,150.0,3,1336,4800000
9 november 2018,Staby 130,"Kärna,Kungälvskommun",109+82,191.0,5,9529,4020000
9 november 2018,Munkegärdegatan 253,"Munkegärde,Kungälvskommun",134+110,244.0,7,899,5750000
9 november 2018,Rosenstensvägen 6,"Kode,Kungälvskommun",123,,5,485,3700000
5 november 2018,Nerebyskogens väg 14,"Kärna-Harestad,Kungälvskommun",33,,2,1821,1380000
1 november 2018,Bergåsvägen 22,"Ytterby,Kungälvskommun",153+40,193.0,7,710,4500000
30 oktober 2018,Nordängen 10,"Sundhammar,Kungälvskommun",174+16,190.0,5,1331,4900000
29 oktober 2018,Apelviksgatan 7,"Centrum,Kungälvskommun",125+125,250.0,5,445,4750000
29 oktober 2018,Ranneberg 170,"Romelanda,Kungälvskommun",90,,4,1265,1960000
28 oktober 2018,Vesslegatan 3,"Olseröd,Kungälvskommun",131+12,143.0,4,376,4500000
26 oktober 2018,Bärnstensvägen 6,"Kode,Kungälvskommun",93+92,185.0,5,1009,3250000
26 oktober 2018,Solvagnsgatan 7,"Kungälv,Kungälvskommun",137+8,145.0,6,362,5175000
25 oktober 2018,Hallsbrovägen 3,"Bohuslän,Kungälvskommun",74,,3,1801,2500000
24 oktober 2018,Tjäderstigen 8,"Centralt-Kungälv,Kungälvskommun",126,,4,362,4300000
23 oktober 2018,Tegskiftegatan 50,"Ytterby,Kungälvskommun",112+57,169.0,5,856,4000000
22 oktober 2018,Fontinvägen 12,"Centralt-Kungälv,Kungälvskommun",231,,9,1269,6600000
19 oktober 2018,Skårby station 355,"Kareby,Kungälvskommun",150,,4,2260,4140000
25 oktober 2019,Hasselvägen 5,"Romelanda,Kungälvskommun",115+166,281.0,,972,4060000
25 oktober 2019,Häradsvägen 82,"Ytterby,Kungälvskommun",130,,7,361,4350000
25 oktober 2019,Fridhemsgatan 23,"Centralt,Kungälvskommun",134+40,174.0,6,738,5250000
24 oktober 2019,Slånbärsvägen 6,"Kungälv-Centralt,Kungälvskommun",156,,7,1010,5750000
23 oktober 2019,Hasselvägen 1,"Diseröd,Kungälvskommun",106+106,212.0,6,1032,3825000
23 oktober 2019,Solhultsgatan 18,"Centralt,Kungälvskommun",152+72,224.0,6,555,4795000
21 oktober 2019,Glöskär 950,"Kungälv-Kärna,Kungälvskommun",190+50,240.0,7,17790,6000000
19 oktober 2019,Östergårdsgatan 25,"Ytterby,Kungälvskommun",177,,7,831,4695000
18 oktober 2019,Romelandavägen 112,"Centralt,Kungälvskommun",75+30,105.0,4,371,2695000
17 oktober 2019,Myrebackavägen 102,"Bohuslän,Kungälvskommun",129,,5,2531,4535000
16 oktober 2019,Duvesjön 180,"Romelanda,Kungälvskommun",47,,2,1650,2115000
11 oktober 2019,Kungälvsvägen 22,"Centralt,Kungälvskommun",77+46,123.0,5,1548,3760000
11 oktober 2019,Håltet 140,"Kareby,Kungälvskommun",132,,5,2219,4010000
4 oktober 2019,Länsmansvägen 30,"Ytterby,Kungälvskommun",133+55,188.0,5,972,4650000
2 oktober 2019,Gamla Trollhättevägen 11,"Centralt,Kungälvskommun",60+36,96.0,3,654,3700000
1 oktober 2019,Veneröd 430,"Hålta,Kungälvskommun",92,,4,1376,3395000
28 september 2019,Bäckgatan 16,"Kungälv-Centrum,Kungälvskommun",135+65,200.0,4,732,5700000
27 september 2019,Topasvägen 11,"Bohuslän,Kungälvskommun",103+95,198.0,6,742,3750000
26 september 2019,Mantalsgatan 17,"Ytterby,Kungälvskommun",189+23,212.0,6,986,4800000
26 september 2019,Grindvakten 25,"Grinden,Kungälvskommun",127,,3,473,3850000
25 september 2019,Solbräcke 1:47,"Kungälv,Kungälvskommun",,,3,708,1000000
25 september 2019,Solbräcke 1:46,"Kungälv,Kungälvskommun",,,3,784,1000000
25 september 2019,Solbräcke 1:45,"Kungälv,Kungälvskommun",,,3,976,1000000
25 september 2019,Solbräcke 1:44,"Bohuslän,Kungälvskommun",,,3,882,1000000
25 september 2019,Lundby 340,"Kungälv-Kareby,Kungälvskommun",147,,6,1648,4100000
23 september 2019,Teggatan 8,"Fridhemskullen,Kungälvskommun",177+21,198.0,5,759,5900000
19 september 2019,Skårsäng 39,"Kärna,Kungälvskommun",114,,5,473,4400000
18 september 2019,Mellan-Restad 380,"Bohuslän,Kungälvskommun",140+15,155.0,6,3583,5025000
16 september 2019,Dösebacka 620,"Romelanda,Kungälvskommun",91+76,167.0,5,1498,3295000
15 september 2019,Solhultsgatan 21,"Komarken,Kungälvskommun",173+127,300.0,7,560,4900000
13 september 2019,Mycklaborgsgatan 10,"Komarken,Kungälvskommun",190+76,266.0,9,1110,5756725
12 september 2019,Gamla Trollhättevägen 16,"Kungälv,Kungälvskommun",80+30,110.0,4,524,3300000
11 september 2019,Jägersberg 242,"Kode,Kungälvskommun",121,,5,1864,4200000
6 september 2019,Åkerhög 180,"Vedhall,Kungälvskommun",142,,5,1057,3650000
5 september 2019,Duvesjön 213,"Kungälv-Duvesjön,Kungälvskommun",120,,4,909,4000000
5 september 2019,Lundby 250,"Kungälv-Kareby,Kungälvskommun",151,,6,1873,4575000
3 september 2019,Briljantvägen 22,"Bohuslän,Kungälvskommun",150,,6,575,4210000
3 september 2019,Täljstensgatan 5,"Ytterby,Kungälvskommun",104+19,123.0,4,356,4510000
1 september 2019,Hövdingagatan 7,"Komarken,Kungälvskommun",132+48,180.0,7,655,4275000
31 augusti 2019,Lundby 460,"Kareby,Kungälvskommun",140+38,178.0,5,1825,3790000
31 augusti 2019,Marias väg 32,"Aröd,Kungälvskommun",85,,4,1058,3325000
29 augusti 2019,Skäggstorp 120,"Kode,Kungälvskommun",51+43,94.0,4,1756,2240000
28 augusti 2019,Bergkristallvägen 23,"Kode,Kungälvskommun",130,,5,504,4500000
28 augusti 2019,Stora Risby 530,"Hålta,Kungälvskommun",62+53,115.0,4,925,3000000
25 augusti 2019,Nordängen 10,"Sundhammar,Kungälvskommun",174+18,192.0,5,1331,5000000
24 augusti 2019,Lefstadvägen 31,"Kärna,Kungälvskommun",130,,5,881,4150000
24 augusti 2019,Diamantvägen 54,"Kode,Kungälvskommun",155,,6,560,3820000
23 augusti 2019,Råckeröd 170,"Kärna,Kungälvskommun",210+85,295.0,7,2388,4550000
23 augusti 2019,Gustavsbergsvägen 17,"Tega,Kungälvskommun",111,,4,1360,4330000
22 augusti 2019,Hammarhöjden 650,"Kode,Kungälvskommun",68,,4,1157,2650000
19 januari 2020,Sundviksvägen 36,"Tjuvkil/lycke,Kungälvskommun",117,,5,533,5495000
18 januari 2020,Kungälvsvägen 51,"Grinden,Kungälvskommun",89,,4,215,4100000
17 januari 2020,Norrmannebo 540,"Norrmannebo,Kungälvskommun",115+55,170.0,5,4495,3420000
17 januari 2020,Hallebäcksvägen 18,"Timmervik,Kungälvskommun",62,,3,1336,2215000
17 januari 2020,Gråstensvägen 11,"Kode,Kungälvskommun",125+80,205.0,8,1628,3150000
15 januari 2020,Guntorpsvägen 24,"Kode,Kungälvskommun",110+152,262.0,6,1065,5000000
10 januari 2020,Västerängen 5,"Ytterby,Kungälvskommun",106+44,150.0,6,1046,5175000
10 januari 2020,Munkegärdegatan 339,"Kungälv,Kungälvskommun",117,,5,659,5100000
9 januari 2020,Holm 230,"Kovikshamn,Kungälvskommun",155+7,162.0,7,2861,5875000
3 januari 2020,Opalvägen 10,"Kode,Kungälvskommun",130+50,180.0,5,712,2900000
27 december 2019,Ön 170,"Kareby,Kungälvskommun",120+84,204.0,5,3272,3500000
27 december 2019,Bräcke 106,"Kärna,Kungälvskommun",127,,4,2070,4600000
22 december 2019,Solrosvägen 7,"Kärna,Kungälvskommun",138+90,228.0,5,592,4375000
20 december 2019,Broberg 190,"Tjuvkil/Lycke,Kungälvskommun",67,,4,1755,1850000
20 december 2019,Prejelvägen 120,"Kungälv,Kungälvskommun",122,,,314,5100000
20 december 2019,Matskärsvägen 2,"Kungälv-Tjuvkil,Kungälvskommun",130,,4,594,4650000
20 december 2019,Dannemarksgatan 42,"Ytterby,Kungälvskommun",148,,6,641,5400000
15 december 2019,Spaghamnsvägen 15,"Tjuvkil/Lycke,Kungälvskommun",114,,3,1407,6500000
12 december 2019,Lilla Fjellsholmen 6,"LillaFjellsholmen,Kungälvskommun",86,,4,400,6900000
11 december 2019,Ulvesund 438,"Ytterby,Kungälvskommun",90,,5,760,4500000
9 december 2019,Hallbjörtorp 200,"Hallbjörtorp,Kungälvskommun",90,,3,1458,1000000
6 december 2019,Bergåsvägen 6B,"Ytterby,Kungälvskommun",141+29,170.0,5,1021,5400000
3 december 2019,Settungsvägen 44,"Ullstorp,Kungälvskommun",120+25,145.0,5,583,5100000
30 november 2019,Skurhagagatan 4,"Kungälv-Centrum,Kungälvskommun",190+75,265.0,7,798,5300000
28 november 2019,Rörmossevägen 130,"Bohuslän,Kungälvskommun",145+113,258.0,5,1200,4480000
28 november 2019,Törnrosgatan 10,"Ytterby,Kungälvskommun",136+76,212.0,7,1030,5375000
27 november 2019,Vävra 542,"Hålta,Kungälvskommun",109+15,124.0,6,1106,4550000
25 november 2019,Vallby 110,"Solberga-Kode,Kungälvskommun",127+14,141.0,5,12135,5100000
22 november 2019,Olsåker 200,"Kareby,Kungälvskommun",106+156,262.0,6,1673,3600000
22 november 2019,Enekullsvägen 6,"Ytterby,Kungälvskommun",170+94,264.0,8,1160,6900000
21 november 2019,Åsebyberg 655,"Åsebyberg,Kungälvskommun",35,,2,2854,2080000
20 november 2019,Ljungvägen 40,"ÖdsmålsmossevidRörtången,Kungälvskommun",65,,3,1016,2295000
20 november 2019,Bergkristallvägen 18,"Kode,Kungälvskommun",127,,6,608,4450000
20 november 2019,Solberga 870,"Kode,Kungälvskommun",104+38,142.0,3,1272,3420000
16 november 2019,Kuskalundsvägen 35,"Vävra,Kungälvskommun",63,,3,2104,2450000
16 november 2019,Trankärr 170,"Trankärr,Kungälvskommun",86+60,146.0,3,1002,3880000
13 november 2019,Granndalen 13,"Kärna,Kungälvskommun",81+10,91.0,4,1093,2100000
13 november 2019,Solbräcke / Ullstorp,"Kungälv,Kungälvskommun",148,,6,784,4950000
13 november 2019,Grindklykan 9,"Kungälv,Kungälvskommun",121,,4,729,3900000
6 november 2019,Täljstensgatan 4,"Ytterby,Kungälvskommun",70+12,82.0,3,478,3100000
6 november 2019,Duvesjön 357,"Romelanda,Kungälvskommun",169+60,229.0,9,1054,4625000
1 november 2019,,"Kungälv,Kungälvskommun",,,9,708,1251360
1 november 2019,Kulperödsvägen 39,"Gullbringa,Kungälvskommun",129,,4,1192,2900000
1 november 2019,Topasvägen 13,"Kode,Kungälvskommun",130+95,225.0,6,782,4500000
30 oktober 2019,Råckeröd 180,"Kärna,Kungälvskommun",90,,,3183,1000000
30 oktober 2019,Enebacksvägen 10,"Kode,Kungälvskommun",69+36,105.0,4,1051,2720000
30 oktober 2019,Lerskärsvägen 11,"Tjuvkil,Kungälvskommun",63+75,138.0,3,1065,2830000
29 oktober 2019,Jägersberg 350,"Kode,Kungälvskommun",94+32,126.0,4,4120,3405000
29 oktober 2019,Lilla Fjellsholmen 16,"LillaFjellsholmen,Kungälvskommun",86,,4,435,7500000
29 oktober 2019,Häradsvägen 92,"Ytterbycentralt,Kungälvskommun",130,,5,386,3595000
1 april 2019,Brunnefjällsvägen  18,"Kärna,Kungälvskommun",83,,3,1196,3000000
1 april 2019,Dannemarksgatan 4,"Tega-Ytterby,Kungälvskommun",112+151,263.0,6,990,4710000
31 mars 2019,Alekärr 110,"Diseröd,Kungälvskommun",118+149,267.0,6,1611,3500000
29 mars 2019,Duvesjön 460,"Duvesjön,Kungälvskommun",64,,3,1986,2260000
25 mars 2019,Solvagnsgatan 22,"Ytterby-Stället,Kungälvskommun",139+12,151.0,5,370,5000000
25 mars 2019,Lagvägen 27,"Ytterby,Kungälvskommun",110+38,148.0,6,692,3810000
21 mars 2019,Grannebydal 260,"Hålta,Kungälvskommun",120,,4,1574,2300000
17 mars 2019,Solvagnsgatan 32,"Ytterby,Kungälvskommun",138,,5,385,5200000
15 mars 2019,Hammar 510,"Kode,Kungälvskommun",143+140,283.0,,3324,3900000
13 mars 2019,Skolstigen 2,"Kungälv,Kungälvskommun",150+20,170.0,7,1080,4570000
6 mars 2019,Munkegärdegatan 99,"Blodriskan,Kungälvskommun",134+25,159.0,5,345,4350000
4 mars 2019,Kyrkeby 220,"Harestad,Kungälvskommun",109,,4,6999,4750000
1 mars 2019,Kulperödsvägen 35,"Bohuslän,Kungälvskommun",143,,5,3089,4050000
28 februari 2019,Tjäderstigen  4,"Kungälv-Centralt,Kungälvskommun",126,,4,362,4285000
28 februari 2019,Flateby 450,"Harestad,Kungälvskommun",163+118,281.0,8,1351,3630000
27 februari 2019,Bergkristallvägen 18,"Kode,Kungälvskommun",127,,6,608,4400000
27 februari 2019,Prästvägen 710,"Romelanda,Kungälvskommun",166+20,186.0,8,1034,4300000
24 februari 2019,Granndalen 14,"Bohuslän,Kungälvskommun",70+54,124.0,4,1229,2995000
22 februari 2019,Ranneberg  154,"Kärna,Kungälvskommun",165,,4,2381,5200000
21 februari 2019,Kvarnvägen 22,"Kode,Kungälvskommun",68+68,136.0,5,1318,3570000
18 februari 2019,Lingonvägen 43,"Centralt,Kungälvskommun",126,,5,383,4050000
15 februari 2019,Hamngatan 11,"Centralt,Kungälvskommun",84+94,178.0,3,636,4890000
14 februari 2019,Rönnvägen  22,"Romelanda,Kungälvskommun",108+70,178.0,5,823,3375000
14 februari 2019,Lyckevägen  9,"Kärna,Kungälvskommun",190+150,340.0,9,2284,4300000
14 februari 2019,Ekvägen 12,"Ytterby,Kungälvskommun",125+83,208.0,6,770,4000000
